Symbol,Name,Market Cap,Country,Sector,Industry
HHLA,HH&L Acquisition Co. Class A Ordinary Shares,512842500.00,,Finance,Business Services
HHS,Harte-Hanks Inc. Common Stock,100739913.00,United States,Consumer Discretionary,Advertising
HI,Hillenbrand Inc Common Stock,2910827707.00,United States,Consumer Discretionary,Consumer Specialties
HIBB,Hibbett Inc. Common Stock,752169087.00,United States,Consumer Discretionary,Other Specialty Stores
HIE,Miller/Howard High Income Equity Fund Common Shares of Beneficial Interest,185224589.00,United States,Finance,Trusts Except Educational Religious and Charitable
HIFS,Hingham Institution for Savings Common Stock,635467480.00,United States,Finance,Major Banks
HIG,Hartford Financial Services Group Inc. (The) Common Stock,21372911914.00,United States,Finance,Property-Casualty Insurers
HIG^G,Hartford Financial Services Group Inc. (The) Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series G $0.01 par value,,United States,,
HIGA,H.I.G. Acquisition Corp. Class A Ordinary Shares,454021388.00,United States,Finance,Business Services
HIHO,Highway Holdings Limited Common Stock,9572098.00,Hong Kong,Industrials,Industrial Machinery/Components
HII,Huntington Ingalls Industries Inc. Common Stock,9082703826.00,United States,Industrials,Metal Fabrications
HIII,Hudson Executive Investment Corp. III Class A Common Stock,736500000.00,United States,Industrials,Consumer Electronics/Appliances
HIIIU,Hudson Executive Investment Corp. III Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
HIL,Hill International Inc. Common Stock,192607275.00,United States,Consumer Discretionary,Military/Government/Technical
HILS,Hillstream BioPharma Inc. Common Stock,10936524.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HIMS,Hims & Hers Health Inc. Class A Common Stock,1254922300.00,,Consumer Discretionary,Package Goods/Cosmetics
HIMX,Himax Technologies Inc. American Depositary Shares,1028361563.00,Taiwan,Technology,Semiconductors
HIO,Western Asset High Income Opportunity Fund Inc. Common Stock,379445868.00,United States,Finance,Finance/Investors Services
HIPO,Hippo Holdings Inc. Common Stock,509873115.00,United States,,
HITI,High Tide Inc. Common Shares,95602042.00,Canada,,
HIVE,Hive Blockchain Technologies Ltd. Common Shares,393939103.00,Canada,,
HIW,Highwoods Properties Inc. Common Stock,3164083379.00,United States,Real Estate,Real Estate Investment Trusts
HIX,Western Asset High Income Fund II Inc. Common Stock,321138994.00,United States,Finance,Finance/Investors Services
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),18506385954.00,,,
HL,Hecla Mining Company Common Stock,2111101114.00,United States,Basic Materials,Precious Metals
HL^B,Hecla Mining Company Preferred Stock,,United States,,
HLAH,Hamilton Lane Alliance Holdings I Inc. Class A Common Stock,320484704.00,United States,Industrials,Consumer Electronics/Appliances
HLAHU,Hamilton Lane Alliance Holdings I Inc. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
HLAHW,Hamilton Lane Alliance Holdings I Inc. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
HLBZ,Helbiz Inc. Class A Common stock,26402403.00,United States,Consumer Discretionary,Other Specialty Stores
HLBZW,Helbiz Inc. Warrant,0.00,United States,Consumer Discretionary,Other Specialty Stores
HLF,Herbalife Nutrition Ltd. Common Stock,2776080976.00,Cayman Islands,Health Care,Other Pharmaceuticals
HLG,Hailiang Education Group Inc. American Depositary Shares,361151755.00,China,Real Estate,Other Consumer Services
HLGN,Heliogen Inc. Common Stock,440666124.00,,Utilities,Power Generation
HLI,Houlihan Lokey Inc. Class A Common Stock,5187845278.00,United States,Finance,Investment Managers
HLIO,Helios Technologies Inc. Common Stock,1751425000.00,United States,Industrials,Fluid Controls
HLIT,Harmonic Inc. Common Stock,1149383015.00,United States,Technology,Radio And Television Broadcasting And Communications Equipment
HLLY,Holley Inc. Common Stock,660948243.00,United States,Consumer Discretionary,Auto Parts:O.E.M.
HLMN,Hillman Solutions Corp. Common Stock,1585782874.00,United States,Industrials,Industrial Specialties
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),25995325331.00,,,
HLNE,Hamilton Lane Incorporated Class A Common Stock,2501780262.00,United States,Finance,Investment Managers
HLT,Hilton Worldwide Holdings Inc. Common Stock ,35484507158.00,,Consumer Discretionary,Hotels/Resorts
HLTH,Cue Health Inc. Common Stock,485121206.00,United States,Technology,Computer Software: Prepackaged Software
HLVX,HilleVax Inc. Common Stock,456615675.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HLX,Helix Energy Solutions Group Inc. Common Stock,673332145.00,United States,Energy,Oilfield Services/Equipment
HMA,Heartland Media Acquisition Corp. Class A Common Stock,240586630.00,,Industrials,Consumer Electronics/Appliances
HMACU,Hainan Manaslu Acquisition Corp. Unit,,China,,
HMC,Honda Motor Company Ltd. Common Stock,44766411317.00,Japan,Consumer Discretionary,Auto Manufacturing
HMCO,HumanCo Acquisition Corp. Class A Common Stock,381684375.00,United States,Industrials,Consumer Electronics/Appliances
HMCOU,HumanCo Acquisition Corp. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
HMCOW,HumanCo Acquisition Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
HMLP,Hoegh LNG Partners LP Common Units representing Limited Partner Interests,307699078.00,Bermuda,Consumer Discretionary,Marine Transportation
HMLP^A,Hoegh LNG Partners LP 8.75% Series A Cumulative Redeemable Preferred Units,,Bermuda,,
HMN,Horace Mann Educators Corporation Common Stock,1473704120.00,United States,Finance,Property-Casualty Insurers
HMNF,HMN Financial Inc. Common Stock,103261794.00,United States,Finance,Savings Institutions
HMPT,Home Point Capital Inc Common Stock,318117313.00,United States,Finance,Finance: Consumer Services
HMST,HomeStreet Inc. Common Stock,641907072.00,United States,Finance,Banks
HMTV,Hemisphere Media Group Inc. Class A Common Stock,293309133.00,United States,Telecommunications,Cable & Other Pay Television Services
HMY,Harmony Gold Mining Company Limited,1541195803.00,South Africa,Basic Materials,Precious Metals
HNGR,Hanger Inc. Common Stock,729951061.00,United States,Health Care,Medical Specialities
HNI,HNI Corporation Common Stock,1313945106.00,United States,Consumer Discretionary,Office Equipment/Supplies/Services
HNNA,Hennessy Advisors Inc. Common Stock,72707350.00,United States,Finance,Investment Managers
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,0.00,United States,,
HNRA,HNR Acquisition Corp Common Stock,117125524.00,,Industrials,Consumer Electronics/Appliances
HNRG,Hallador Energy Company Common Stock,217685193.00,United States,Energy,Coal Mining
HNST,The Honest Company Inc. Common Stock,324290916.00,United States,Consumer Discretionary,Department/Specialty Retail Stores
HNVR,Hanover Bancorp Inc. Common Stock,145989338.00,United States,Finance,Commercial Banks
HNW,Pioneer Diversified High Income Fund Inc.,95099600.00,United States,Finance,Finance/Investors Services
HOFT,Hooker Furnishings Corporation Common Stock,182191741.00,United States,Consumer Discretionary,Home Furnishings
HOFV,Hall of Fame Resort & Entertainment Company Common Stock,79674948.00,United States,Consumer Discretionary,Movies/Entertainment
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,0.00,United States,Consumer Discretionary,Movies/Entertainment
HOG,Harley-Davidson Inc. Common Stock,5632798244.00,United States,Consumer Discretionary,Motor Vehicles
HOLI,Hollysys Automation Technologies Ltd. Common Shares (British Virgin Islands),1224374040.00,China,Industrials,Industrial Machinery/Components
HOLX,Hologic Inc. Common Stock,16838201474.00,United States,Health Care,Medical Electronics
HOMB,Home BancShares Inc. Common Stock,4715534270.00,United States,Finance,Major Banks
HON,Honeywell International Inc. Common Stock,127222177288.00,United States,Industrials,Consumer Electronics/Appliances
HONE,HarborOne Bancorp Inc. Common Stock,701205281.00,United States,Finance,Major Banks
HOOD,Robinhood Markets Inc. Class A Common Stock,8238858261.00,United States,Technology,Computer Software: Prepackaged Software
HOOK,HOOKIPA Pharma Inc. Common Stock,76586339.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HOPE,Hope Bancorp Inc. Common Stock,1706087849.00,United States,Finance,Major Banks
HOTH,Hoth Therapeutics Inc. Common Stock,13834442.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
HOUR,Hour Loop Inc. Common Stock,107214239.00,United States,Miscellaneous,Diversified Commercial Services
HOUS,Anywhere Real Estate Inc. Common Stock,1120139670.00,United States,Finance,Real Estate
HOV,Hovnanian Enterprises Inc. Class A Common Stock,259988273.00,United States,Consumer Discretionary,Homebuilding
HOVNP,Hovnanian Enterprises Inc Dep Shr Srs A Pfd,0.00,United States,Consumer Discretionary,Homebuilding
HOWL,Werewolf Therapeutics Inc. Common Stock,191643939.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HP,Helmerich & Payne Inc. Common Stock,4680027997.00,United States,Energy,Oil & Gas Production
HPCO,Hempacco Co. Inc. Common Stock,,United States,Consumer Discretionary,Farming/Seeds/Milling
HPE,Hewlett Packard Enterprise Company Common Stock,17203135224.00,United States,Telecommunications,Telecommunications Equipment
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,378937101.00,United States,Finance,Finance Companies
HPI,John Hancock Preferred Income Fund Common Shares of Beneficial Interest,471466082.00,United States,Finance,Trusts Except Educational Religious and Charitable
HPK,HighPeak Energy Inc. Common Stock,2861549579.00,United States,Energy,Oil & Gas Production
HPKEW,HighPeak Energy Inc. Warrant,0.00,United States,Energy,Oil & Gas Production
HPLT,Home Plate Acquisition Corporation Class A Common Stock,244000000.00,United States,Industrials,Consumer Electronics/Appliances
HPP,Hudson Pacific Properties Inc. Common Stock,1894581540.00,United States,Real Estate,Real Estate Investment Trusts
HPP^C,Hudson Pacific Properties Inc. 4.750% Series C Cumulative Redeemable Preferred Stock,,United States,,
HPQ,HP Inc. Common Stock,28583579903.00,United States,Technology,Computer Manufacturing
HPS,John Hancock Preferred Income Fund III Preferred Income Fund III,498011241.00,United States,Finance,Investment Managers
HPX,HPX Corp. Class A Ordinary Shares,313521600.00,United States,Finance,Business Services
HQH,Tekla Healthcare Investors Common Stock,862923418.00,United States,Finance,Finance Companies
HQI,HireQuest Inc. Common Stock (DE),197561333.00,United States,Consumer Discretionary,Diversified Commercial Services
HQL,TeklaLife Sciences Investors Common Stock,366097193.00,United States,Finance,Investment Managers
HQY,HealthEquity Inc. Common Stock,5398686755.00,United States,Health Care,Managed Health Care
HR,Healthcare Realty Trust Incorporated Common Stock,5490894048.00,United States,Real Estate,Real Estate Investment Trusts
HRB,H&R Block Inc. Common Stock,7097152251.00,United States,Consumer Discretionary,Other Consumer Services
HRI,Herc Holdings Inc. Common Stock ,3368604881.00,,Consumer Discretionary,Diversified Commercial Services
HRL,Hormel Foods Corporation Common Stock,25331519052.00,United States,Consumer Staples,Meat/Poultry/Fish
HRMY,Harmony Biosciences Holdings Inc. Common Stock,2619379394.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HROW,Harrow Health Inc. Common Stock,240036408.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HROWL,Harrow Health Inc. 8.625% Senior Notes due 2026,0.00,United States,,
HRT,HireRight Holdings Corporation Common Stock,1213918007.00,,,
HRTG,Heritage Insurance Holdings Inc. Common Stock,71732941.00,,Finance,Property-Casualty Insurers
HRTX,Heron Therapeutics Inc. Common Stock,417091878.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
HRZN,Horizon Technology Finance Corporation Common Stock,296637028.00,United States,Finance,Finance/Investors Services
HSAQ,Health Sciences Acquisitions Corporation 2 Ordinary Shares,201023500.00,United States,Finance,Business Services
HSBC,HSBC Holdings plc. Common Stock,122328847695.00,United Kingdom,Finance,Savings Institutions
HSC,Harsco Corporation Common Stock,416147925.00,United States,Industrials,Steel/Iron Ore
HSCS,Heart Test Laboratories Inc. Common Stock,11275849.00,United States,Health Care,Medical Specialities
HSCSW,Heart Test Laboratories Inc. Warrant,0.00,United States,Health Care,Medical Specialities
HSDT,Helius Medical Technologies Inc. Class A Common Stock (DE),1974776.00,United States,Health Care,Industrial Specialties
HSIC,Henry Schein Inc. Common Stock,9837498654.00,United States,Health Care,Medical Specialities
HSII,Heidrick & Struggles International Inc. Common Stock,559591278.00,United States,Consumer Discretionary,Diversified Commercial Services
HSKA,Heska Corporation Common Stock,929072554.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
HSON,Hudson Global Inc. Common Stock,97718500.00,United States,Consumer Discretionary,Professional Services
HST,Host Hotels & Resorts Inc. Common Stock,12337053229.00,United States,Real Estate,Real Estate Investment Trusts
HSTM,HealthStream Inc. Common Stock,671061662.00,United States,Consumer Discretionary,Business Services
HSTO,Histogen Inc. Common Stock,4545468.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
HSY,The Hershey Company Common Stock,46065720936.00,United States,Consumer Staples,Specialty Foods
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,373477935.00,United States,Real Estate,Real Estate Investment Trusts
HT^C,Hersha Hospitality Trust 6.875% Series C Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,
HT^D,Hersha Hospitality Trust 6.50% Series D Cumulative Redeemable Preferred Shares of Beneficial Interest $0.01 par value per share,,United States,,
HT^E,Hersha Hospitality Trust 6.50% Series E Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,
HTAQ,Hunt Companies Acquisition Corp. I Class A Ordinary Shares,290662500.00,,,
HTBI,HomeTrust Bancshares Inc. Common Stock,360313929.00,United States,Finance,Savings Institutions
HTBK,Heritage Commerce Corp Common Stock,688463390.00,United States,Finance,Major Banks
HTCR,Heartcore Enterprises Inc. Common Stock,34198697.00,Japan,Technology,EDP Services
HTD,John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,847557861.00,United States,Finance,Finance Companies
HTFB,Horizon Technology Finance Corporation 4.875% Notes due 2026,0.00,United States,Finance,Finance Companies
HTFC,Horizon Technology Finance Corporation 6.25% Notes due 2027,0.00,United States,Finance,Finance Companies
HTGC,Hercules Capital Inc. Common Stock,1666175886.00,United States,Finance,Investment Managers
HTGM,HTG Molecular Diagnostics Inc. Common Stock,9057709.00,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
HTH,Hilltop Holdings Inc.,1658957440.00,United States,Finance,Major Banks
HTHT,H World Group Limited American Depositary Shares,11366640475.00,China,Consumer Discretionary,Hotels/Resorts
HTIA,Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,0.00,United States,Real Estate,Real Estate Investment Trusts
HTIBP,Healthcare Trust Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,0.00,United States,Real Estate,Real Estate Investment Trusts
HTLD,Heartland Express Inc. Common Stock,1163479053.00,United States,Industrials,Trucking Freight/Courier Services
HTLF,Heartland Financial USA Inc. Common Stock,1884735486.00,United States,Finance,Major Banks
HTLFP,Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,0.00,United States,Finance,Major Banks
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,93440908.00,Ireland,Energy,Industrial Machinery/Components
HTOOW,Fusion Fuel Green PLC Warrant,0.00,Ireland,Energy,Industrial Machinery/Components
HTPA,Highland Transcend Partners I Corp. Class A Ordinary Shares,372750000.00,,Finance,Business Services
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,57120758.00,United States,Finance,Trusts Except Educational Religious and Charitable
HTZ,Hertz Global Holdings Inc Common Stock,7372672016.00,United States,Consumer Discretionary,Rental/Leasing Companies
HTZWW,Hertz Global Holdings Inc Warrant,0.00,United States,Consumer Discretionary,Rental/Leasing Companies
HUBB,Hubbell Inc Common Stock,11072463357.00,United States,Technology,Industrial Machinery/Components
HUBG,Hub Group Inc. Class A Common Stock,2678533301.00,United States,Consumer Discretionary,Oil Refining/Marketing
HUBS,HubSpot Inc. Common Stock,15064449185.00,United States,Technology,Computer Software: Prepackaged Software
HUDI,Huadi International Group Co. Ltd. Ordinary Shares,246248785.00,China,Industrials,Steel/Iron Ore
HUGE,FSD Pharma Inc. Class B Subordinate Voting Shares,34182340.00,Canada,,
HUGS,USHG Acquisition Corp. Class A Common Stock,351849170.00,,Industrials,Consumer Electronics/Appliances
HUIZ,Huize Holding Limited American Depositary Shares,44062212.00,China,Finance,Specialty Insurers
HUM,Humana Inc. Common Stock,61273403929.00,United States,Health Care,Medical Specialities
HUMA,Humacyte Inc. Common Stock,449099934.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HUMAW,Humacyte Inc. Warrant,0.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HUN,Huntsman Corporation Common Stock,5685527914.00,United States,Industrials,Major Chemicals
HURC,Hurco Companies Inc. Common Stock,151697561.00,United States,Industrials,Steel/Iron Ore
HURN,Huron Consulting Group Inc. Common Stock,1401159210.00,United States,Consumer Discretionary,Professional Services
HUSA,Houston American Energy Corporation Common Stock,46266055.00,United States,Energy,Oil & Gas Production
HUT,Hut 8 Mining Corp. Common Shares,333367700.00,Canada,,
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,774333105.00,United States,Industrials,Broadcasting
HVBC,HV Bancorp Inc. Common Stock,45651454.00,United States,Finance,Major Banks
HVT,Haverty Furniture Companies Inc. Common Stock,438647040.00,United States,Consumer Discretionary,Other Specialty Stores
HVT/A,Haverty Furniture Companies Inc.,,United States,,
HWBK,Hawthorn Bancshares Inc. Common Stock,164476518.00,United States,Finance,Major Banks
HWC,Hancock Whitney Corporation Common Stock,4104254880.00,United States,Finance,Major Banks
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,0.00,United States,Finance,Major Banks
HWEL,Healthwell Acquisition Corp. I Class A Common Stock,304375000.00,United States,Industrials,Consumer Electronics/Appliances
HWKN,Hawkins Inc. Common Stock,804121261.00,United States,Industrials,Industrial Specialties
HWM,Howmet Aerospace Inc. Common Stock,14635351397.00,United States,Industrials,Military/Government/Technical
HWM^,Howmet Aerospace Inc. $3.75 Preferred Stock,,United States,,
HXL,Hexcel Corporation Common Stock,4863209086.00,United States,Industrials,Industrial Machinery/Components
HY,Hyster-Yale Materials Handling Inc. Class A Common Stock,469911587.00,United States,Industrials,Construction/Ag Equipment/Trucks
HYB,New America High Income Fund Inc. (The) Common Stock,165960682.00,United States,Finance,Investment Managers
HYFM,Hydrofarm Holdings Group Inc. Common Stock,134606007.00,United States,Industrials,Industrial Machinery/Components
HYI,Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,280726722.00,,Finance,Investment Managers
HYLN,Hyliion Holdings Corp. Class A Common Stock,580621632.00,,Consumer Discretionary,Auto Parts:O.E.M.
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,36115230.00,United States,Basic Materials,Precious Metals
HYMCL,Hycroft Mining Holding Corporation Warrants,0.00,United States,Basic Materials,Precious Metals
HYMCW,Hycroft Mining Holding Corporation  Warrant,0.00,United States,Basic Materials,Precious Metals
HYMCZ,Hycroft Mining Holding Corporation Warrant,0.00,United States,Basic Materials,Precious Metals
HYPR,Hyperfine Inc. Class A Common Stock,90025407.00,United States,Health Care,Medical Specialities
HYRE,HyreCar Inc. Common Stock,17510493.00,United States,Consumer Discretionary,Rental/Leasing Companies
HYT,Blackrock Corporate High Yield Fund Inc. Common Stock,1166357023.00,United States,Finance,Finance Companies
HYW,Hywin Holdings Ltd. American Depositary Shares,185640000.00,China,Finance,Investment Managers
HYZN,Hyzon Motors Inc. Class A Common Stock,493322948.00,United States,Consumer Discretionary,Construction/Ag Equipment/Trucks
HYZNW,Hyzon Motors Inc. Warrants,0.00,United States,Consumer Discretionary,Construction/Ag Equipment/Trucks
HZN,Horizon Global Corporation Common Shares,42520202.00,United States,Consumer Discretionary,Auto Parts:O.E.M.
HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,13793044620.00,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
HZO,MarineMax Inc.  (FL) Common Stock,760283197.00,United States,Consumer Discretionary,Other Specialty Stores
HZON,Horizon Acquisition Corporation II Class A Ordinary Shares,654609375.00,United States,Finance,Business Services
IAA,IAA Inc. Common Stock ,5003828288.00,,Consumer Discretionary,Business Services
IAC,IAC Inc. Common Stock,5722257842.00,United States,Consumer Discretionary,EDP Services
IACC,ION Acquisition Corp 3 Ltd. Class A Ordinary Shares,317981420.00,,,
IAE,Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,77545138.00,United States,Finance,Trusts Except Educational Religious and Charitable
IAF,abrdn Australia Equity Fund Inc. Common Stock,109219936.00,United States,Finance,Finance/Investors Services
IAG,Iamgold Corporation Ordinary Shares,555524000.00,Canada,,
IART,Integra LifeSciences Holdings Corporation Common Stock,3935617196.00,United States,Health Care,Medical/Dental Instruments
IAS,Integral Ad Science Holding Corp. Common Stock,1191285212.00,United States,Consumer Discretionary,Advertising
IAUX,i-80 Gold Corp. Common Shares,430080110.00,,,
IBA,Industrias Bachoco S.A.B. de C.V. Common Stock,2400000000.00,Mexico,Consumer Staples,Meat/Poultry/Fish
IBCP,Independent Bank Corporation Common Stock,426633210.00,United States,Finance,Major Banks
IBER,Ibere Pharmaceuticals Class A Ordinary Shares,170257500.00,,,
IBEX,IBEX Limited Common Shares,304504493.00,Bermuda,Technology,EDP Services
IBIO,iBio Inc. Common Stock,62177203.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IBKR,Interactive Brokers Group Inc. Class A Common Stock,6074584041.00,United States,Finance,Investment Bankers/Brokers/Service
IBM,International Business Machines Corporation Common Stock,114938840182.00,United States,Technology,EDP Services
IBN,ICICI Bank Limited Common Stock,75960640043.00,India,Finance,Commercial Banks
IBOC,International Bancshares Corporation Common Stock,2590690897.00,United States,Finance,Major Banks
IBP,Installed Building Products Inc. Common Stock,2619608528.00,,Consumer Discretionary,Engineering & Construction
IBRX,ImmunityBio Inc. Common Stock,1707234509.00,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
IBTX,Independent Bank Group Inc Common Stock,2800199687.00,United States,Finance,Major Banks
ICAD,iCAD Inc. Common Stock,74790115.00,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ICCC,ImmuCell Corporation Common Stock,54509763.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ICCH,ICC Holdings Inc. Common Stock,53442684.00,United States,Finance,Property-Casualty Insurers
ICCM,IceCure Medical Ltd. Ordinary Shares,59673597.00,Israel,,
ICD,Independence Contract Drilling Inc. Common Stock,43710586.00,,Energy,Oil & Gas Production
ICE,Intercontinental Exchange Inc. Common Stock,56541210763.00,United States,Finance,Investment Bankers/Brokers/Service
ICFI,ICF International Inc. Common Stock,1887426686.00,United States,Consumer Discretionary,Professional Services
ICHR,Ichor Holdings Ordinary Shares,820836120.00,United States,Technology,Semiconductors
ICL,ICL Group Ltd. Ordinary Shares,12253676968.00,Israel,Industrials,Agricultural Chemicals
ICLK,iClick Interactive Asia Group Limited American Depositary Shares,39502155.00,Hong Kong,Technology,Computer Software: Prepackaged Software
ICLR,ICON plc Ordinary Shares,16850329021.00,Ireland,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICMB,Investcorp Credit Management BDC Inc. Common Stock,63296121.00,United States,Finance,Finance/Investors Services
ICNC,Iconic Sports Acquisition Corp. Class A Ordinary Shares,434700000.00,,,
ICPT,Intercept Pharmaceuticals Inc. Common Stock,529486587.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ICR^A,InPoint Commercial Real Estate Income Inc. 6.75% Series A Cumulative Redeemable Preferred Stock,,,,
ICUI,ICU Medical Inc. Common Stock,3760757516.00,United States,Health Care,Medical/Dental Instruments
ICVX,Icosavax Inc. Common Stock,193866926.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ID,PARTS iD Inc. Class A Common Stock,44155545.00,United States,Miscellaneous,Diversified Commercial Services
IDA,IDACORP Inc. Common Stock,5518027159.00,United States,Utilities,Electric Utilities: Central
IDAI,T Stamp Inc. Class A Common Stock,32514849.00,United States,Technology,Computer Software: Prepackaged Software
IDBA,IDEX Biometrics ASA American Depositary Shares,91804406.00,Norway,Technology,Security Systems Services
IDCC,InterDigital Inc. Common Stock,1472191301.00,United States,Telecommunications,Telecommunications Equipment
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,161632457.00,United States,Finance,Finance/Investors Services
IDEX,Ideanomics Inc. Common Stock,302092212.00,United States,Consumer Discretionary,Engineering & Construction
IDN,Intellicheck Inc. Common Stock,52830666.00,United States,Technology,Retail: Computer Software & Peripheral Equipment
IDR,Idaho Strategic Resources Inc. Common Stock,63483070.00,,Basic Materials,Precious Metals
IDRA,Idera Pharmaceuticals Inc. Common Stock,27552926.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDT,IDT Corporation Class B Common Stock,661010488.00,United States,Telecommunications,Telecommunications Equipment
IDW,IDW Media Holdings Class B Common Stock,25765500.00,,Consumer Discretionary,Newspapers/Magazines
IDXX,IDEXX Laboratories Inc. Common Stock,28884206922.00,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IDYA,IDEAYA Biosciences Inc. Common Stock,362442468.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IE,Ivanhoe Electric Inc. Common Stock,938167972.00,,Technology,EDP Services
IEA,Infrastructure and Energy Alternatives Inc. Common Stock,685225897.00,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
IEAWW,Infrastructure and Energy Alternatives Inc. Warrant,0.00,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
IEP,Icahn Enterprises L.P. Common Stock,15661523686.00,United States,Industrials,Consumer Electronics/Appliances
IESC,IES Holdings Inc. Common Stock,616984753.00,United States,Industrials,Engineering & Construction
IEX,IDEX Corporation Common Stock,15202641512.00,United States,Industrials,Fluid Controls
IFBD,Infobird Co. Ltd Ordinary Shares,8796337.00,China,,
IFF,International Flavors & Fragrances Inc. Common Stock,27479183373.00,United States,Industrials,Major Chemicals
IFIN,InFinT Acquisition Corporation Class A Ordinary Shares,261171256.00,,,
IFN,India Fund Inc. (The) Common Stock,480237413.00,United States,Finance,Finance/Investors Services
IFRX,InflaRx N.V. Common Stock,101668655.00,Germany,Health Care,Biotechnology: Pharmaceutical Preparations
IFS,Intercorp Financial Services Inc. Common Shares,2469937303.00,,Finance,Commercial Banks
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,147331466.00,United States,Finance,Investment Managers
IGAC,IG Acquisition Corp. Class A Common Stock,374625000.00,United States,Industrials,Consumer Electronics/Appliances
IGACU,IG Acquisition Corp. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
IGACW,IG Acquisition Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
IGC,India Globalization Capital Inc. Common Stock,27941951.00,United States,Consumer Discretionary,Engineering & Construction
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,431907287.00,United States,Finance,Trusts Except Educational Religious and Charitable
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,184741815.00,United States,Finance,Investment Managers
IGIC,International General Insurance Holdings Ltd. Ordinary Share,381133973.00,Jordan,Finance,Property-Casualty Insurers
IGICW,International General Insurance Holdings Ltd. Warrants expiring 03/17/2025,0.00,Jordan,Finance,Property-Casualty Insurers
IGMS,IGM Biosciences Inc. Common Stock,840326031.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IGNY,Ignyte Acquisition Corp. Common Stock,72292000.00,United States,Industrials,Consumer Electronics/Appliances
IGNYW,Ignyte Acquisition Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
IGR,CBRE Global Real Estate Income Fund Common Shares of Beneficial Interest,846446986.00,United States,Finance,Finance Companies
